settings: 1920x1080 MEDIUM



players: num: 1
name: Player_1
	bonuses_score_value: 0
	position_x: 430.933319
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 20

position_x: 418.133331
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 430.933319
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 418.133331
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 430.933319
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 2
	bonuses_score_value: 0
	position_x: 430.933319
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 418.133331
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 430.933319
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 418.133331
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 430.933319
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 418.133331
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 430.933319
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 554.666687
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 567.466675
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 554.666687
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 567.466675
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 554.666687
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 567.466675
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 3
	bonuses_score_value: 0
	position_x: 567.466675
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 20

position_x: 554.666687
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 567.466675
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 0
	bonuses_score_value: 0
	position_x: 567.466675
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 554.666687
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 567.466675
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 22

position_x: 554.666687
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 567.466675
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 12

position_x: 691.200012
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 704.000000
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 3
	bonuses_score_value: 0
	position_x: 704.000000
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 691.200012
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 704.000000
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 2
	bonuses_score_value: 0
	position_x: 704.000000
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 22

position_x: 691.200012
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 704.000000
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 20

position_x: 691.200012
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 704.000000
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 1
	bonuses_score_value: 0
	position_x: 704.000000
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 691.200012
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 704.000000
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 1
	bonuses_score_value: 0
	position_x: 704.000000
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 691.200012
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 704.000000
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 5
	bonuses_score_value: 0
	position_x: 704.000000
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 827.733337
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 840.533325
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 3
	bonuses_score_value: 0
	position_x: 840.533325
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 827.733337
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 840.533325
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 3
	bonuses_score_value: 0
	position_x: 840.533325
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 827.733337
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 840.533325
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 827.733337
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 840.533325
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 22

position_x: 827.733337
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 840.533325
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 1
	bonuses_score_value: 0
	position_x: 840.533325
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 17

position_x: 827.733337
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 840.533325
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 10

position_x: 964.266663
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 977.066650
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 964.266663
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 977.066650
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 0
	bonuses_score_value: 0
	position_x: 977.066650
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 964.266663
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 977.066650
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 5
	bonuses_score_value: 0
	position_x: 977.066650
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 20

position_x: 964.266663
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 977.066650
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 4
	bonuses_score_value: 0
	position_x: 977.066650
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 964.266663
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 1
bonuses: num: 1
	position_x: 977.066650
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 17

position_x: 964.266663
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 977.066650
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 15

position_x: 1100.800049
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 15

position_x: 1100.800049
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 29

position_x: 1100.800049
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 1100.800049
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 1100.800049
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 1100.800049
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1113.600098
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 1237.333374
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 1
bonuses: num: 2
	position_x: 1250.133423
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 2
	bonuses_score_value: 0
	position_x: 1250.133423
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 10

position_x: 1237.333374
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1250.133423
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 1237.333374
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1250.133423
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 4
	bonuses_score_value: 0
	position_x: 1250.133423
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 1237.333374
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1250.133423
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 1237.333374
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1250.133423
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 0
	bonuses_score_value: 0
	position_x: 1250.133423
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 24

position_x: 1237.333374
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 0
visibility: 0
cant_break: 0
bonuses: num: 2
	position_x: 1250.133423
	position_y: 5761.434082
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 0
	bonuses_score_value: 0
	position_x: 1250.133423
	position_y: 4773.432129
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 1373.866699
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1386.666748
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 1373.866699
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1386.666748
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 27

position_x: 1373.866699
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1386.666748
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 2
	bonuses_score_value: 0
	position_x: 1386.666748
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 11

position_x: 1373.866699
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1386.666748
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 24

position_x: 1373.866699
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1386.666748
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 14

position_x: 1373.866699
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 0
visibility: 0
cant_break: 0
bonuses: num: 2
	position_x: 1386.666748
	position_y: 771.818909
	size_x: 102.400002
	size_y: 49.364574
	visibility: 1
	descriptor: 4
	bonuses_score_value: 0
	position_x: 1386.666748
	position_y: 707.818909
	size_x: 102.400002
	size_y: 49.364574
	visibility: 1
	descriptor: 6
	bonuses_score_value: 26

position_x: 1510.400024
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 1
bonuses: num: 1
	position_x: 1523.200073
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 10

position_x: 1510.400024
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1523.200073
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 15

position_x: 1510.400024
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1523.200073
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 1510.400024
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1523.200073
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 2
	bonuses_score_value: 0
	position_x: 1523.200073
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 15

position_x: 1510.400024
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1523.200073
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 21

position_x: 1510.400024
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 1
bonuses: num: 2
	position_x: 1523.200073
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 0
	bonuses_score_value: 0
	position_x: 1523.200073
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 1646.933350
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1659.733398
	position_y: 73.615097
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 25

position_x: 1646.933350
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1659.733398
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 19

position_x: 1646.933350
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1659.733398
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 4
	bonuses_score_value: 0
	position_x: 1659.733398
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 20

position_x: 1646.933350
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1659.733398
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 24

position_x: 1646.933350
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1659.733398
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 12

position_x: 1646.933350
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1659.733398
	position_y: 426.219177
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 29

position_x: 1783.466675
position_y: 73.615097
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1796.266724
	position_y: 73.615097
	size_x: 102.400002
